Bindeglied zu Hausverwaltung;Name;Adresse;Ort;PLZ;EU-Kunde;Name 5;Leistungszeitraum;Kopftext
IMV;Barichgasse 3;Friedensgasse 2;Wien;1030;3;3;;WEG  Barichgasse 3 1030 Wien
Resag Home;Bartensteingasse 8;Friedensgasse 3;Wien;1010;1;6;;WEG  Bartensteingasse 8 1010 Wien
Örag;Bastiengasse 54;Friedensgasse 4;Wien;1180;18;11;;Wüstenrot Versicherungs-AG    
Örag;Bastiengasse 56;Friedensgasse 6;Wien;1180;18;11;;Wüstenrot Versicherungs-AG    
IMV;Bastiengasse 7;Friedensstraße  58;Wien;1180;18;11;Nein, ;WEG Bastiengasse 7    
IMV;Bastiengasse 9c;Friedmanngasse 13;Wien;1180;18;6;;WEG Bastiengasse 9c    
Resag Home;Bäuerlegasse 18;Gabelsbergergasse 5;Wien;1200;20;7;; HI des Hauses Bäuerlegasse 18 1200 Wien
IMV;Baumeistergasse 48-50;Gablenzgasse 28;Wien;1160;16;11;Nein, ; WEG Baumeistergasse 48   
IS Immobilien;Baumkirchnerring 5;Gallgasse 8;Wiener Neustadt;2700;0;nz;; Freude am Wohnen Baumkirchnerring 5 2700 Wiener Neustadt
Salzner;Beckgasse 38;Ganglbauergasse 36-38;Wien;1130;13;6;;WEG Beckgasse 38    
HV Trestler;Beckmanngasse 32-34;Garbergasse 12;Wien;1140;14;7;Fr. Strobl, 01/9839766;WEG  Beckmanngasse 30-34 1140 Wien
Baier Böhm;Beckmanngasse 62;Garnisongasse 6/Frankgasse 3;Wien;1150;15;10;;Hausinhabung des Hauses  Beckmanngasse 62 1150 Wien
Neues Leben;Beethovengasse 1;Gärtnergasse 7;Wien;1090;9;11;Hr. Sokkar, 0664/5452057;WEG  Beethovengasse 1 1090 Wien
IS Immobilien;Beheimgasse 38;Gaswerkstraße 12 a-c;Wien;1170;17;6;; MEG 17., Beheimgasse 38   
IMV;Beheimgasse 64;Gaudenzdorfer Gürtel 13/Steinbauergasse;Wien;1170;17;4;;ATU57448729 Premium Beheimgasse 64 GmbH & Co KG   
IMV;Belvederegasse 19;Gaullachergasse 14;Wien;1040;4;05 11;;WEG Belvederegasse 19    
IMV;Belvederegasse 40+40a;Geblergasse 62;Wien;1040;4;10;;Walter-Immo-Real LKW Walter AG & Co OHG    
Resag Business;Bendlgasse 17;Georgistraße 34, 36, 36a, 32b, 32a,;Wien;1120;12;05 11;;MEG  Bendlgasse 17 1120 Wien
Neues Leben 2;Bendlgasse 20;Gerasdorferstraße 153 /Haus 114;Wien;1120;12;4;;    
Resag Business;Bendlgasse 22;Gerhard Hauptmannstraße 4;Wien;1120;12;6;;MEG  Bendlgasse 22 1120 Wien
proVentus;Benedikt Schellingergasse 17;Gerhard Hauptmannstraße 6;Wien;1150;15;nz;;HI des Hauses  Benedikt Schellingergasse 17 1150 Wien
IS Immobilien;Bennogasse 10;Gerichtsgasse 1/Stiege 1-15;Wien;1080;8;05 11;; Miteigentümergemeinschaft Bennogasse 10 1080 Wien
IS Immobilien;Bennogasse 23;Gerichtsgasse 1/Stiege 16-18;Wien;1080;8;10;; Miteigentümergemeinschaft Bennogasse 23 1080 Wien
Resag Home;Bennoplatz 8/Florianigasse 62;Gersthoferstraße 25;Wien;1080;8;6;; HI des Hauses Bennoplatz 8 1080 Wien
IMV;Berggasse 10;Getreidemarkt 10;Wien;1090;9;5;Fr. Spacik, 0676/3092589;Ärztekammer für Steiermark    
Buwog FM;Bergmillergasse 5;Gewerbeparkstraße 12;Wien;1140;14;4;;STEPHANSHOF Liegenschaftsverwaltungs GmbH    
Stingl;Bergmillergasse 6;Gierstergasse 1;Wien;1140;14;nz;;WEG  Bergmillergasse 6 1140 Wien
Schönere Zukunft1;Bergsiedlung 13-21;Girardigasse 1/Linke Wienzeile 22;Prinzersdorf;3385;;nz;Nein, ;    
Schönere Zukunft;Bergsiedlung 1-6;Girardigasse 8;Prinzersdorf;3385;;nz;Nein, ;WEG  Bergsiedlung 1-6 3385 Prinzersdorf
Schönere Zukunft;Bergsiedlung 24-29;Glasergasse 19;Prinzersdorf;3385;;nz;Nein, ;WEG  Bergsiedlung 24-29 3385 Prinzersdorf
Schönere Zukunft;Bergsiedlung 7-12;Gloriettegasse 22;Prinzersdorf;3385;;nz;Nein, ;WEG  Bergsiedlung 7-12 3385 Prinzersdorf
Resag Home;Bergsteiggasse 26;Goldeggasse 25;Wien;1170;17;11;; WEG 17, Bergsteiggasse 26   
IS Immobilien;Bergsteiggasse 50;Gonzagagasse 17;Wien;1170;17;8;; Miteigentümergemeinschaft Bergsteiggasse 50 1170 Wien
IMV;Beringgasse 23/Hernalser Haupt. 194 Glasflächen;Gonzagagasse 17 Fenster;Wien;1170;17;4;;Premium Beringgasse 23 GmbH & Co KG   
Premium;Beringgasse 23/Hernalser Hauptstraße 194;Gonzagagasse 17 Top 20;Wien;1170;17;nz;;Premium Beringgasse 23 GmbH & Co KG   
Nemeth;Bernardgasse 2;Gonzagagasse 19;Wien;1070;7;6;;WEG der Liegenschft 7.. Bernardgasse 2 vertreten durch   
Premium;Bernhardtstalgasse 45;Graf Starhemberggasse 4;Wien;1100;10;nz;;Bank Austria Real Invest GmbH ATU56650859   
Top Consulting;Bernsteinstraße 1;Graf Starhemberggasse 6;Hohenau/March;2273;0;05 11;;BS Vermögensverwaltungs GmbH    
Örag;Biberstraße 15;Gratian Marxgasse 6;Wien;1010;1;nz;;Wüstenrot Versicherung AG    
HV Frieden;Billrothgasse 2;Gregor-Mendel-Straße 15;Hollabrunn;2020;0;nz;;    
Premium;Billrothstraße 14;Grinzinger Allee 15;Wien;1190;19;nz;;ATU57295689 PREMIUM Billrothstraße 14 GmbH & Co KG   
IMV;Billrothstraße 14 Glasflächen;Grinzinger Allee 36;Wien;1190;19;4;;ATU57295689 PREMIUM Billrothstraße 14 GmbH & Co KG   
IMV;Billrothstraße 37;Große Mohrengasse 35;Wien;1190;19;05 11;Nein, ; WEG Billrothgasse 37   
IMVT;Billrothstraße 4;Große Schiffgasse 18;Wien;1190;19;5;;AXA Investment Managers Deutschland GmbH    
Immo Objektmanagement;Bindergasse 3;Große Schiffgasse 9;Wien;1090;9;nz;Nein, ;Hausinhabung  Bindergasse 3 1090 Wien
Schönere Zukunft1;Birkenweg 14 Stiege 1;Gumpendorferstraße 35;Oberndorf/Melk;3281;;9;Nein, ;    
Schönere Zukunft1;Birkenweg 14 Stiege 2;Gumpendorferstraße 81;Oberndorf/Melk;3281;;9;Nein, ;    
Schönere Zukunft1;Birkenweg 18;Gurkgasse 30;Oberndorf/Melk;3281;;9;Nein, ;    
Schönere Zukunft1;Birkenweg 22;Gusenleithnergasse 30/Moßbachergasse 31;Oberndorf/Melk;3281;;9;Nein, ;    
Schott;Bisamberger Straße 21;Gymnasiumstraße 36;Korneuburg;2100;0;nz;;    
Arealis;Bischof Bertholdplatz 4;H. Böcklingerstraße;Groß Enzersdorf;2301;0;7;;    
Buwog FM;Bischoffgasse 14/Rosasgasse 30;Habichergasse 20;Wien;1120;12;04 10;Hr.Baksoi Tür 8, ;IMMOBILIA L Liegenschafts  Vermietungs GmbH & Co Bischoffgasse 14/Rosasgasse 30 KG         ATU60888105   
Schönere Zukunft;Blaasgasse 206 Haus 1-6;Habichergasse 43;Neustift-Innermanzing;3052;;9;Nein, ; WEG 3052 Neustift-Innermanzing, Blaasgasse 206   
Resag Home;Blechturmgasse 24;Hadersdorfer Hauptstraße 150 Haus 1-11;Wien;1040;4;nz;; HI des Hauses Blechturmstraße 24 1040 Wien
IS Immobilien;Blindengasse 27;Hafengasse 1;Wien;1080;8;10;; Miteigentümergemeinschaft Blindengasse 27 1080 Wien
ONLINE;Blindengasse 29;Haidmanngasse 9/17;Wien;1080;8;nz;Nein, ;WEG  Blindengasse 29 1080 Wien
Neue HV;Blindengasse 8;Hainburger Straße 47;Wien;1080;8;nz;Nein, ;Hausinhabung  Blindengasse 8 1080 Wien
Energeia;Blumengasse 22;Halbgasse 25;Wien;1180;18;5;;WEG 1180 Wien, Blumengasse 22    
IMV;Blumengasse 26;Halbgasse 8;Wien;1180;18;3;;WEG  Blumengasse 26 1180 Wien
Santner;Böcklinstraße 32-34/Schüttelstraße 21/21a;Hans Grubergasse 1;Wien;1020;2;nz;Ja, ;CPB Jota Anlagen Leasing GmbH und CPB Epsilon Anlagen Leasing GmbH   
Steinbrecher;Böcklinstraße 53;Hartäckerstraße 77;Wien;1020;2;11;;An die WEG des Hauses  Böcklinstraße 53 1020 Wien
IS Immobilien;Boerhaavegasse 21;Hartlgasse 21;Wien;1030;3;7;Fr. Suchy, 01/7181367; Bürgerliche Brauerei Steyr GmbH   
Schiansky;Boerhaavegasse 4;Hasnerstraße 81;Wien;1030;3;nz;; HI des Hauses Barichgasse 16 1030 Wien
Santner;Boltzmanngasse 18;Hasnerstraße 93;Wien;1090;9;nz;;An die Hausinhabung des Hauses  Boltzmanngasse 18 1090 Wien
IMV;Bonygasse 14;Hauptplatz 2;Wien;1120;12;5;; ERSTE Immobilien Kapitalanlage GmbH   
Premium;Bonygasse 2-12/Hilschergasse 9-11;Hauptstraße 223-225;Wien;1120;12;nz;;Bank Austria Real Invest GmbH ATU56650859   
Premium;Bonygasse 27;Hauptstraße 60-62;Wien;1120;12;nz;;Premium Projektverwaltung GmbH & Co Bonygasse 27 KEG         ATU 62999358   
Argos;Bonygasse 64;Hauslehen 131/1+2;Wien;1120;12;04 10;; HI des Hauses Bonygasse 64 1120 Wien
;Börsegasse 1;Hauslehen 140-145;Wien;1010;1;nz;Fam. Schwarzhaupt, 01/5335257;Helmut Weiss    
Buwog FM;Bösendorferstraße 2;Heigerleinstraße 19;Wien;1010;1;4;;Immofinanz Enodia Realitäten Vermietungs GmbH ATU59064309   
Buwog FM;Bösendorferstraße 4;Heiligenstädter Straße 8;Wien;1010;1;4;;Immofinanz Enodia Realitäten Vermietungs GmbH ATU59064309   
Diverse;Bossigasse 78/78a;Heiligenstädterstraße 9;Wien;1130;13;nz;;    
PCC;Braillegasse 18-20;Heinrich Collin Straße 1;Wien;1140;14;4;; WEG 0141, 1140 Wien, Braillegasse 18-20   
Schönere Zukunft1;Brand-Laaben 26;Herbeckstraße 108;Laaben;3053;;9;;    
Schönere Zukunft;Brand-Laaben 30;Herthergasse 12/Siebertgasse 30;Laaben;3053;;9;Fr. Tutuian, 02774/8373; WEG 3053 Brand Laaben 30   
Gablitzer Sporthalle;Brauhausgasse 14;Hessgasse 1;Gablitz;3003;0;nz;Hr. Kienast, 0664/2752870;    
IS Immobilien;Bräuhausgasse 17-19;Hickelgassse 21;Wien;1050;5;05 11;; Miteigentümergemeinschaft Bräuhausgasse 17-19 1050 Wien
Schönere Zukunft1;Brauhausgasse 2a;Hietzinger Hauptstraße 124a;Gablitz;3003;;05 11;Fr. Dick, 02231/61417;    
Arealis;Bräuhausgasse 3-5;Hietzinger Kai 85;Wien;1050;5;7;; An die Hausinhabung des Hauses Bräuhausgasse 3-5 1050 Wien
IMV;Bräuhausgasse 37;Hietzinger Kai 87;Wien;1050;5;nz;;REVIVA Immobilien AG    
Arealis;Bräuhausgasse 4;Hilschergasse 19;Wien;1050;5;6;; An die WEG Bräuhausgasse 4 1050 Wien
IMV;Bräuhausgasse 48;Himmelstraße 55;Wien;1050;5;4;Fa. Dimmi, ; WEG Bräuhausgasse 48   
IMV;Bräuhausgasse 49;Himmelstraße 55a;Wien;1050;5;nz;;ATU60681079 WEG Bräuhausgasse 49   
IMV;Bräuhausgasse 55;Hippgasse 33;Wien;1050;5;4;; WEG Bräuhausgasse 55   
Schönere Zukunft;Braunhirschengasse 6;Hofer Sattledt;Wien;1150;15;7;Nein, ; WEG 1150 Wien, Braunhirschengasse 6   
HV Frieden;Braunhubergasse 7;Hohlweggasse 24;Wien;1110;11;10;;WEG 1110 Wien, Braunhubergasse 7    
Büttner;Brechergasse 14;Hohlweggasse 30;Wien;1190;19;4;;    
Kiss;Brechergasse 4;Hollergasse 46;Wien;1190;19;11;;    
Arealis;Breitenfeldergasse 13/Bennogasse 20;Hollergasse 9;Wien;1080;8;7;; An die Hausinhabung des Hauses Breitenfeldergasse 13 1080 Wien
Buwog FM;Breitenfurter Straße 111/Hetzendorfer Str. 42;Holochergasse 20;Wien;1120;12;4;;IMMOFINANZ Ismene Immobilien Vermietungs- Gesellschaft m.b.H.   
Schönere Zukunft1;Breitenfurter Straße 549;Hormayrgasse 51;Wien;1230;23;03 06 11;Hr. Lekic, 0664/4144365;WEG  Breitenfurterstraße 549 1230 Wien
Neues Leben;Breitenfurterstraße 556A;Hugogasse 4;Wien;1230;23;5;;    
IMV;Breitenseer Straße 13;Hummelgasse 74-76;Wien;1140;14;04 10;; PREMIUM Breitenseer Straße 13 GmbH & Co KG   
IMV;Breitenseer Straße 13 Fenster;Hüttelbergstrasse 37;Wien;1140;14;4;; PREMIUM Breitenseer Straße 13 GmbH & Co KG   
Schönere Zukunft1;Breitenseerstraße 104a;Hütteldorferstraße 315;Wien;1140;14;05 11;Hr. Gstöttenmyer, 0699/17142829;    
IS Immobilien;Breitenseerstraße 3;Hutweidengasse 5;Wien;1140;14;10;; MEG Breitenseerstraße 3 1140 Wien
HV Frieden;Breitenseerstraße 51;Im Vogelsang Haus 13;Wien;1140;14;5;;WEG 1140, Breitenseerstraße 51    
Resag Home;Breitenseerstraße 82+82a;Im Vogelsang Haus 14;Wien;1140;14;5;;HI des Hauses  Breitenseerstraße 82+82a 1140 Wien
Tapler;Brennleitenstraße 59-61/3;Im Vogelsang Haus 15;Hagenbrunn;2202;0;8;;    
Arealis;Breyerstraße 1A;Im Vogelsang Haus 19+20;Baden;2500;0;7;;An die Hausinhabung des Hauses  Breyerstraße 1A 2500 Baden
IS Immobilien;Brigittagasse 13;Im Vogelsang Haus 21;Wien;1200;20;9;; Miteigentümergemeinschaft Brigittagasse 13 1200 Wien
HV Frieden;Brigittenauer Lände 160-162   Stiege 1-9;Im Vogelsang Haus 22+23;Wien;1200;20;05 11;Hausbesorger, 06648570908;WEG 20 Wien, Brigittenauerlände 160-162    
Porreal;Brigittenauer Lände 50-54;Im Vogelsang Haus 24+25;Wien;1200;20;8;Portier, ;Pier 50 Liegenschaftsverwaltungs GmbH    
Weinberger;Brückengasse 14;Im Vogelsang Haus 26;Wien;1060;6;6;; HI des Hauses Brückengasse 14 1060 Wien
Arealis;Brunnengasse 40-42/Grundsteingasse 20-22;Im Vogelsang Haus 27;Wien;1160;16;7;; An die Hausinhabung des Hauses Brunnengasse 40-42/Grundsteingasse 20-22 1160 Wien
proVentus;Brunnengasse 45;Im Vogelsang Haus 28-30;Wien;1160;16;nz;;Immo Connect Handel GmbH    
Arealis Verein;Brunner Straße 69/Objekt 1-3;In Lüssen 3;Wien;1235;23;7;;WEG 1230 Wien, Brunnerstraße 69   
Arealis;Brünnerstraße 10;Jacqingasse 4;Wien;1210;21;nz;;    
Resag Home;Brünnerstraße 175;Jacquingasse 16-18;Wien;1210;21;nz;; HI des Hauses Brünnerstraße 175 1210 Wien
;Brünnerstraße 73/Altteil;Jagdgasse 2c;Wien;1210;21;nz;;IMMOFINANZ ALPHA  Immobilien Vermietungs- Gesellschaft m.b.H.   
Buwog FM;Brünnerstraße 73b/Ignaz Köck Straße Neuteil;Jagdschloßgasse 18;Wien;1210;21;5;;IMMOFINANZ Alpha  Immobilien Vermietungs- Gesellschaft m.b.H.   
Nics;Brünnlgasse 1;Jägerstraße 2;Hollabrunn;2020;0;11;;Medizinische Radiologische Diagnostik Ordination   
HV Frieden;Buchengasse 121;Jahngasse 4;Wien;1100;10;7;;    
IMV;Buchengasse 138/Karmaschgasse 41;Jakob Thomastraße 10-16;Wien;1100;10;nz;;PREMIUM Buchengasse 138    
;Buchengasse 174;Jasomirgottstraße 3-5;Wien;1100;10;nz;Fr. Milowanovic, ;WEG  Buchengasse 174 1100 Wien
Neue HV Maschke&Bayerl;Buchengasse 178;Jedlersdorfer Straße 282;Wien;1100;10;nz;Fr. Milowanowitch, 0664/4320562;WEG  Buchengasse 178 1100 Wien
IMV;Buchengasse 41;Jedlersdorfer Straße 292/Felix Slavik Str. 5;Wien;1100;10;7;Nein, ;L.B.V. Liegenschaftsbereitstellungs u. Verwertungs GmbH & Co KEG   
ONLINE;Buchengasse 84;Jochingergasse 20;Wien;1100;10;6;;WEG  Buchengasse 84 1100 Wien
IS Immobilien;Buchfeldgasse 7-7a;Johann Weber Straße 47;Wien;1080;8;10;;MEG 08., Buchfeldgasse 7    
Resag Business;Bujattigasse 3 a+b;Jörgerstraße 19-21;Wien;1140;14;6;Nein, ;An die WEG des Hauses  Bujattigasse 3 a+b 1140 Wien
IS Immobilien;Bürgerspitalgasse 22;Josef Ruston-Gasse 24;Wien;1060;6;11;; Miteigentümergemeinschaft Bürgerspitalgasse 22 1140 Wien
IMV;Burggasse 106;Josef Seidlstraße 31+33;Wien;1070;7;6;;ESI Immobilienentwicklungs GmbH    
Resag Home;Burggasse 21;Josef-Dabsch-Straße 5;Wien;1070;7;3;; WEG Burggasse 21 1070 Wien
IMV;Burggasse 28-32/Kirchengasse 41;Josefsgasse 7;Wien;1070;7;05 11  ;Hr. Stefanov, 0664/2738784;ESI Alpha Immobilienentwicklungs GmbH    
IMV;Burggasse 38;Josefstädterstraße 15;Wien;1070;7;10;Nein, ; Hinteregger  Gebhard Claus   
Arealis;Burggasse 51/Siebensterngasse 46;Josefstädterstraße 75-77;Wien;1070;7;11;; An die Hausinhabung des Hauses Burggasse 51/Siebensterngasse 46 1070 Wien
IMV;Burggasse 76 Glas;Josefstädterstraße 76;Wien;1070;7;6;;Premium Burggasse 76 GmbH & Co KG   
Buwog FM;Burggasse 79/Bandgasse;Juchgasse 7;Wien;1070;7;10;Nein, ;IMMOFINANZ Immobilien Vermietungs- Gesellschaft.m.b.H   
Weinberger;Burggasse 89;Juchgasse 9;Wien;1070;7;6;Nein, ;An die Hausinhabung des Hauses  Burggasse 89 1070 Wien
IMV;Burggasse 94;Kahlenberger Straße 1F;Wien;1070;7;10;Fr. Akbas, 01/5229741;Ärztekammer für Steiermark    
IS Immobilien;Burghardtgasse 20;Kainzgasse 19;Wien;1200;20;6;;    
ÖVW-E;Canisiusgasse 19;Kaiserstraße 14;Wien;1090;9;nz;; An die HGM Canisiusgasse 19 1090 Wien
Buwog FM;Charasgasse 3;Kaiserstraße 16;Wien;1030;3;8;Nein, ;IMMOFINANZ Enodia Realitäten VermietungsgesmbH    
Arealis;Charasgasse 8;Kaiserstraße 18/Stollgasse 5a;Wien;1030;3;03 06 08 11;Nein, ;An die Hausinhabung des Hauses  Charasgasse 8 1030 Wien
Resag Home;Chimanistraße 21-25;Kaiserstraße 25 Stiege 1+2;Wien;1190;19;8;; Hi des Hauses Chimanistraße 21-25 1190 Wien
IS Immobilien;Christalniggasse 7;Kaiserstraße 25 Stiege 3-5;Baden;2500;0;4;; Wohnungseigentumsgemeinschaft Christallniggasse 7 2500 Baden
IMV;Christophgasse 1b;Kaiserstraße 84;Wien;1050;5;3;; WALTER IMMOREAL LKW Walter AG & Co OHG   
Resag Home;Christophgasse 6;Kanitzgasse 32;Wien;1050;5;3;; WEG Christophgasse 6 1050 Wien
IS Immobilien;Chrudnergasse 9;Karl Domaniggasse 2-4;Wien;1130;13;10;; Miteigentümergemeinschaft Chrudnergasse 9 1130 Wien
IS Immobilien;Cobenzlgasse 42;Karl Müllerstraße 3;Wien;1190;19;05 11;; Miteigentümergemeinschaft Cobenzlgasse 42 1190 Wien
Scheuchert;Cobenzlgasse 62;Kastnergasse 9;Wien;1190;19;nz;;    
IMV;Columbusgasse  11;Kellermanngasse 8;Wien;1100;10;8;;PREMIUM Columbusgasse 11 GmbH & Co KG UID-Nummer: ATU57921903   
PCC;Columbusgasse 14;Kenyongasse 21;Wien;1100;10;6;; HI des Hauses Columbusgasse 14 1100 Wien
IMV;Columbusgasse 16;Kerenstraße 6-6h;Wien;1100;10;05 11;;Eomer Immobilien GmbH  Co OG ATU65332605   
Argos;Columbusgasse 82;Kettenbrückengasse 23;Wien;1100;10;04 10;; HI des Hauses Columbusgasse 82 1100 Wien
Schönere Zukunft1;Columbusgasse 90;Kirchenweg 6;Wien;1100;10;7;Ja, ;    
Schönere Zukunft1;Csokorgasse 13-17;Kirchstetterngasse 6;Wien;1110;11;3;Nein, ;    
ONLINE;Cumberlandstraße 22;Kleinbergstraße 431;Wien;1140;14;05 11;;WEG  Cumberlandstraße 22 1140 Wien
HV Zickler;Custozzagasse 13;Kleinbergstraße 432-433 Stg. 2-3;Wien;1030;3;nz;;HI des Hauses  Custozzagasse 13 1030 Wien
Örag;Czapkagasse 7;Kleinbergstraße 433;Wien;1030;3;nz;;Wüstenrot Versicherungs AG  Czapkagasse 7 1030 Wien
Hnakus;Czerningasse 22;Klitschgasse 40/Maygasse 50;Wien;1020;2;nz;;    
Arealis;Daffingerstraße 4;Klostergasse 12;Wien;1030;3;7;; An die Hausinhabung des Hauses Daffingerstraße 4 1030 Wien
Stojanov;Dammäckergasse 20;Klostergasse 15;Wien;1210;21;nz;;    
Schönere Zukunft;Dammgasse 1-10;Klostergasse 19;Neusiedl/Zaya;2183;;nz;keiner, ;WEG  Dammgasse 1-10 2183 Neusiedl/Zaya
Schönere Zukunft;Dänekeplatz 5;Klostergasse 9;Neustift-Innermanzing;3052;0;nz;Nein, 02774/6996;WEG  Dänekeplatz 5 3052 Neustift-Innermanzing
IMV;Daringergasse 28-30;Kollonitschgasse 14;Wien;1190;19;04 10;Nein, ; WEG Daringergasse 28-30   
Resag Home;Darnautgasse 13;Königsklostergasse 3;Wien;1120;12;5;;HI des Hauses  Darnautgasse 13 1120 Wien
Nemeth;Darnautgasse 2;Koschatgasse 48-50;Wien;1120;12;nz;;WEG der  Darnautgasse 2 1120 Wien
Arealis;Daumegasse 1-5;Kramergasse 9;Wien;1100;10;11;;ATU65254066 An die Hausinhabung des Hauses Daumegasse 1-5 1100 Wien
Arealis;Daungasse 6;Krebsgartengasse 10;Wien;1080;8;7;; An die Hausinhabung des Hauses Daungasse 6 1080 Wien
Schönere Zukunft;Davidgasse 91;Kreutzergasse 11-13;Wien;1100;10;7;Hr. Schuster, 0676/7384122;WEG  Davidgasse 91 1100 Wien
Certus;Degengasse 14+14a/Wichtelgasse 37a;Kreuzgasse 18;Wien;1160;16;nz;Hr. Terkel, 01/4864123;    
Energeia;Degengasse 23;Kreuzgasse 48;Wien;1160;16;9;;WEG des Hauses  Degengasse 23 1160 Wien
IMV;Degengasse 54;Kreuzgasse 50;Wien;1160;16;nz;; PREMIUM Degengasse 54 GmbH & Co KEG   
Stift;Deißenhofergasse 14;Krottenbachstraße 139-143;Wien;1230;23;nz;;    
Arealis;Deutschmeisterplatz 2;Krugerstraße 5;Wien;1010;1;7;;An die Hausinhabung des Hauses  Deutschmeisterplatz 2 1010 Wien
IMV;Dianagasse 5;Kulmgasse 37;Wien;1030;3;05 11;Nein, ;Just Helmut und Werner Ing.    
IMV;Diefenbachgasse 36;Kumpfgasse 3;Wien;1150;15;3;;Premium Projektverwaltung GmbH & Co Diefenbachgasse 36 KEG    
;Diefenbachgasse 58;Kutschkergasse 16;Wien;1150;15;nz;; WEG Diefenbachgasse 58 1150 Wien
IMV;Diehlgasse 7;Lainzer Straße 45;Wien;1050;5;5;;Margit Gallauner    
IMMO Contract;Diehlgasse 9;Lainzerstraße 80;Wien;1050;5;5;;DI Alfred Moser Hausinhabung  d.H. Diehlgasse 9 1050 Wien
IMV;Dietrichgasse 16;Lambrechtgasse 15;Wien;1030;3;9;;WEG Dietrichgasse 16 ATU66095469   
IMV;Dietrichgasse 55;Landstraßer Hauptstraße 123;Wien;1030;3;8;;PREMIUM Dietrichgasse 55  GmbH & Co KG ATU62833900   
HV Frieden;Differtenweg 2-4;Landstraßer Hauptstraße 143;Mistelbach;2130;0;nz;;    
Schauersberg;Dißlergasse 5;Landstraßer Hauptstraße 97-101;Wien;1030;3;nz;Nein, ;MM-Immobilien Invest GmbH   
ÖVW-M;Dißlergasse 9;Lannerstraße 14;Wien;1030;3;nz;;" ""Österreichisches Volkswohnungswerk"" z.H. Dißlergasse 9 1030 Wien"
Schmid;Ditscheinergasse 4;Lebnergasse 1;Wien;1030;3;04 10;; HI des Hauses Ditscheinergasse 4 1030 Wien
Resag Home;Dittesgasse 13;Leegasse 5;Wien;1180;18;6;;WEG  Dittesgasse 13 1180 Wien
Kontrus;Dittesgasse 4;Leegasse 6;Wien;1180;18;nz;;    
IS Immobilien;Döblergasse 1-3;Leitermayergasse 50;Wien;1070;7;6;; MEG 7., Döblergasse 1-3   
Otto Friedrich&Partner;Döblergasse 2/Neustiftgasse 40;Leobendorferstraße 48;Wien;1070;7;6;; WEG Döblergasse 2/Neustiftgasse 40 1070 Wien
ONLINE;Döblinger Hauptstraße 70;Leobendorferstraße 89;Wien;1190;19;6;;WEG  Döblinger Hauptstraße 70 1190 Wien
Arealis;Doerenkampgasse 4;Leonhardgasse 3-5;Wien;1100;10;7;; An die Hausinhabung des Hauses Doerenkampgasse 4 1100 Wien
Neue HV;Dominikanerbastei 19;Leopoldauer Straße 19;Wien;1010;1;nz;Ja, ;SPE Liegenschaftsvermietung Gesellschaft m.b.H    
Örag;Donau City Strasse 4;Lerchenfelderstraße 65;Wien;1220;22;8;; UniCredit Bank Austria AG   
Örag;Donaufelderstraße 10;Lerchengasse 22;Wien;1210;21;7;; UniCredit Bank Austria AG   
consio;Donaufelderstraße 101;Lerchengasse 34;Wien;1220;22;nz;Portier Hr. Günther, ; WEG Compact City   
Neues Leben;Donaufelderstraße 103;Leschetitzkygasse 56;Wien;1210;21;6;;An die WEG  Donaufelderstraße 103 1210 Wien
Neues Leben;Donaufelderstraße 30;Liebhartsthalstraße 40;Wien;1210;21;11;;An die Hausinhabung des Hauses  Donaufelderstraße 30 1210 Wien
ONLINE;Donauwartesteig 26-28;Liechtensteinstraße 132;Wien;1190;19;nz;Nein, ;  Donauwartesteig 26-28 1190 Wien
Schönere Zukunft1;Döpplingerstraße 35 A+B;Liechtensteinstraße 25;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;    
Schönere Zukunft1;Döpplingerstraße 37-39 A-D;Liechtensteinstraße 81;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;    
Schönere Zukunft1;Döpplingerstraße 41 A+B;Liechtensteinstraße 83;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;    
Schönere Zukunft;Döpplingerstraße 41 C+D;Lienfeldergasse 70/Albrechtskreithgasse 17;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;WEG 2630 Ternitz, Döplingerstraße 41 C+D    
Schönere Zukunft;Döpplingerstraße 43 A-H;Lindengasse 5;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;WEG 2630 Ternitz, Döpplingerstraße 43 A-H    
Schönere Zukunft1;Döpplingerstraße 45;Lindengasse 56;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;    
Schönere Zukunft1;Döpplingerstraße 45 A;Linzer Straße 371;Ternitz;2630;0;10;Fr. Handler Heidi, 0699/11410088;    
Schönere Zukunft;Dorf 113;Linzerstraße 358;Hollenstein;3340;;nz;Fr. Peitler, ;WEG  Dorf 113 3343 Hollenstein
Palladio;Dörfelstraße 6-8;Linzerstraße 86;Wien;1120;12;nz;;Bank Austria Creditanstalt Real Invest Immobilien-Kapitalanlage GmbH   
IMV;Dornbacherstraße 133-135/1+2;Lortzingasse 3;Wien;1170;17;05 11;; WEG Dornbacher Straße 133-135   
IS Immobilien;Dornbacherstraße 21;Löwengasse 20;Wien;1170;17;03 05 07 09 11;; Miteigentümergemeinschaft Dornbacherstraße 21 1170 Wien
